stratum,n_questions,mean_variance,median_variance,std_variance,min_variance,max_variance,consensus_score,dimension
Northern America × Christianity,66,0.07093910035628853,0.0682984169826275,0.06402572119753869,0.0,0.25609756097560976,0.9290608996437115,Region × Religion
Northern Europe × I do not identify with any religious group or faith,66,0.07257965111168194,0.06524122807017545,0.06948983340620178,0.0,0.2573099415204678,0.927420348888318,Region × Religion
Northern America × I do not identify with any religious group or faith,66,0.07228627650776773,0.061895142067124334,0.06970227855560678,0.0,0.25362318840579706,0.9277137234922322,Region × Religion
Southern Europe × Christianity,66,0.07902462121212121,0.06597222222222222,0.07812427462422153,0.0,0.2777777777777778,0.9209753787878788,Region × Religion
Northern America × Other religious group,55,0.2028409090909091,0.125,0.21134988958229023,0.0,0.5,0.7971590909090909,Region × Religion
Central America × I do not identify with any religious group or faith,66,0.06658098845598845,0.03571428571428571,0.08045533331321109,0.0,0.2857142857142857,0.9334190115440115,Region × Religion
Northern Europe × Christianity,66,0.07821852787130565,0.0798611111111111,0.07300842585508037,0.0,0.2777777777777778,0.9217814721286943,Region × Religion
Western Europe × I do not identify with any religious group or faith,66,0.0595562178422027,0.05056517556517556,0.0634820442155017,0.0,0.2619047619047619,0.9404437821577973,Region × Religion
Southern Africa × Christianity,66,0.0738260582010582,0.06696428571428571,0.07670729601921618,0.0,0.2857142857142857,0.9261739417989419,Region × Religion
Eastern Europe × Christianity,66,0.06397689011325375,0.04895833333333333,0.06499029636488406,0.0,0.2777777777777778,0.9360231098867462,Region × Religion
Eastern Asia × Buddhism,66,0.06488226279892946,0.04567307692307693,0.0719583029816474,0.0,0.2692307692307693,0.9351177372010705,Region × Religion
Southern Asia × Islam,66,0.061244853647299986,0.06024456656008019,0.053269239840419896,0.0,0.22206095791001454,0.9387551463527,Region × Religion
Eastern Africa × Christianity,66,0.06117372239411167,0.051769655704008224,0.06195737261452191,0.0,0.2517985611510791,0.9388262776058883,Region × Religion
South America × I do not identify with any religious group or faith,66,0.06654267481460649,0.06497960697070819,0.0600177339638031,0.0,0.2482758620689656,0.9334573251853935,Region × Religion
