stratum,n_questions,mean_variance,median_variance,std_variance,min_variance,max_variance,consensus_score,dimension
Northern America × Urban,30,0.029790408553693578,0.0,0.04944539562333086,0.0,0.17391304347826086,0.9702095914463065,Region × Environment
Northern Europe × Urban,30,0.03549094673481928,0.0,0.06616238725617231,0.0,0.2515082956259427,0.9645090532651808,Region × Environment
Eastern Europe × Urban,30,0.03524691358024691,0.0,0.0589452296293638,0.0,0.2516129032258065,0.9647530864197531,Region × Environment
Western Europe × Urban,30,0.027704637410519765,0.0,0.05545317937806109,0.0,0.2521008403361344,0.9722953625894802,Region × Environment
Southern Africa × Urban,30,0.031032547699214368,0.0,0.06345850801729842,0.0,0.26515151515151514,0.9689674523007856,Region × Environment
Northern Europe × Rural,30,0.049814814814814826,0.0,0.07749596210552638,0.0,0.2,0.9501851851851851,Region × Environment
Eastern Europe × Rural,30,0.09203703703703704,0.1,0.09216400810280966,0.0,0.30000000000000004,0.907962962962963,Region × Environment
Northern America × Rural,30,0.055353815937149276,0.0,0.08569920919620551,0.0,0.2727272727272727,0.9446461840628507,Region × Environment
South America × Urban,30,0.027654092949420603,0.0,0.047322512743478616,0.0,0.17247386759581881,0.9723459070505794,Region × Environment
Northern Africa × Urban,30,0.023252954380405363,0.0,0.05446967873642036,0.0,0.25668449197860965,0.9767470456195947,Region × Environment
Eastern Africa × Urban,30,0.028985423773835898,0.0,0.058399647555739474,0.0,0.2513966480446927,0.971014576226164,Region × Environment
Central America × Urban,30,0.060249318582651916,0.0,0.06828475357151013,0.0,0.17586580086580092,0.9397506814173481,Region × Environment
Southern Asia × Urban,30,0.021023099218580314,0.0,0.04031288501478678,0.0,0.16321472933445524,0.9789769007814196,Region × Environment
South America × Rural,20,0.175,0.0,0.2384848003542364,0.0,0.5,0.825,Region × Environment
Southern Asia × Rural,30,0.041503866503866504,0.0,0.08363695834440273,0.0,0.26373626373626374,0.9584961334961335,Region × Environment
Southern Europe × Urban,30,0.03555207875860051,0.0,0.059767394484761704,0.0,0.22134387351778662,0.9644479212413994,Region × Environment
South-eastern Asia × Urban,30,0.030064430663513712,0.0,0.06035201592121631,0.0,0.24961948249619484,0.9699355693364863,Region × Environment
Eastern Africa × Rural,30,0.04110449735449735,0.0,0.07606457012670373,0.0,0.26785714285714285,0.9588955026455026,Region × Environment
Southern Europe × Rural,30,0.1527777777777778,0.25,0.14606463139038786,0.0,0.5,0.8472222222222222,Region × Environment
Rural,19,0.05921052631578947,0.0,0.15372791375720948,0.0,0.5,0.9407894736842105,Region × Environment
Western Europe × Rural,30,0.061064814814814815,0.0,0.0988354798377584,0.0,0.2777777777777778,0.9389351851851852,Region × Environment
Western Asia × Urban,30,0.06157059314954051,0.06007205513784461,0.0652788499078368,0.0,0.19360902255639098,0.9384294068504595,Region × Environment
Australia and New Zealand × Urban,30,0.03727106227106227,0.0,0.06788691070530502,0.0,0.25,0.9627289377289378,Region × Environment
Central Asia × Urban,30,0.04116167153996102,0.0,0.06425727135943711,0.0,0.2631578947368421,0.958838328460039,Region × Environment
Eastern Asia × Urban,30,0.033447333611807295,0.0,0.05071720368361552,0.0,0.14285714285714285,0.9665526663881927,Region × Environment
Western Asia × Rural,30,0.10833333333333335,0.0,0.16266017746619282,0.0,0.5,0.8916666666666666,Region × Environment
Urban,28,0.057722431077694245,0.0,0.07885234996463374,0.0,0.2631578947368422,0.9422775689223057,Region × Environment
Eastern Asia × Rural,30,0.05416666666666667,0.0,0.10369336919405607,0.0,0.33333333333333337,0.9458333333333333,Region × Environment
Australia and New Zealand × Rural,16,0.2265625,0.0625,0.24294237196040958,0.0,0.5,0.7734375,Region × Environment
South-eastern Asia × Rural,30,0.031084656084656086,0.0,0.06897485472438604,0.0,0.2857142857142857,0.968915343915344,Region × Environment
