stratum,n_questions,mean_variance,median_variance,std_variance,min_variance,max_variance,consensus_score,dimension
Northern America × Male × 26-35,30,0.04355218855218855,0.0,0.06856975102967805,0.0,0.2545454545454546,0.9564478114478114,Region × Gender × Age
Northern Europe × Female × 36-45,30,0.034920634920634915,0.0,0.07415009326743739,0.0,0.2857142857142857,0.9650793650793651,Region × Gender × Age
Northern America × Female × 36-45,30,0.022754780924715563,0.0,0.05261397152289735,0.0,0.19444444444444445,0.9772452190752844,Region × Gender × Age
Northern America × Female × 26-35,30,0.025227328105617577,0.0,0.046632671928739405,0.0,0.16363636363636364,0.9747726718943824,Region × Gender × Age
Northern America × Female × 46-55,30,0.03783068783068784,0.0,0.063430121166333,0.0,0.16666666666666666,0.9621693121693121,Region × Gender × Age
Northern America × Female × 18-25,30,0.037698412698412696,0.0,0.0931356899353461,0.0,0.2857142857142857,0.9623015873015873,Region × Gender × Age
Eastern Europe × Female × 36-45,30,0.06252204585537918,0.0,0.08043439927470454,0.0,0.2380952380952381,0.9374779541446208,Region × Gender × Age
Western Europe × Male × 26-35,30,0.04805555555555556,0.0,0.09442034006125985,0.0,0.2666666666666667,0.9519444444444445,Region × Gender × Age
Southern Africa × Male × 26-35,21,0.02976190476190476,0.0,0.10845754260886069,0.0,0.5,0.9702380952380952,Region × Gender × Age
Northern Europe × Male × 46-55,30,0.03820987654320988,0.0,0.06613856906940913,0.0,0.175,0.9617901234567902,Region × Gender × Age
Eastern Europe × Male × 26-35,30,0.04226190476190476,0.0,0.07826079468116193,0.0,0.2857142857142857,0.9577380952380953,Region × Gender × Age
Northern Europe × Male × 36-45,30,0.03273809523809524,0.0,0.06978704228953218,0.0,0.21428571428571427,0.9672619047619048,Region × Gender × Age
Northern America × Non-binary × 26-35,23,0.06521739130434782,0.0,0.16839058026988768,0.0,0.5,0.9347826086956522,Region × Gender × Age
Northern Europe × Male × 26-35,30,0.146031746031746,0.16534391534391535,0.100226151712417,0.0,0.3333333333333333,0.853968253968254,Region × Gender × Age
Northern Europe × Female × 26-35,30,0.03801044634377968,0.0,0.05612396515036938,0.0,0.1666666666666667,0.9619895536562203,Region × Gender × Age
Southern Africa × Male × 18-25,23,0.02717391304347826,0.0,0.10397351342233146,0.0,0.5,0.9728260869565217,Region × Gender × Age
Northern America × Male × 46-55,30,0.0400462962962963,0.0,0.06361455722031585,0.0,0.1736111111111111,0.9599537037037037,Region × Gender × Age
Southern Africa × Female × 26-35,30,0.04567901234567902,0.0,0.08721853067249413,0.0,0.25,0.9543209876543209,Region × Gender × Age
Central America × Male × 26-35,30,0.06715167548500883,0.0,0.07544916291494684,0.0,0.25,0.9328483245149912,Region × Gender × Age
Northern Africa × Male × 18-25,30,0.03356481481481481,0.0,0.07185813081098641,0.0,0.2777777777777778,0.9664351851851852,Region × Gender × Age
Eastern Africa × Male × 26-35,30,0.016039122012083004,0.0,0.03740683854508971,0.0,0.14849290780141844,0.983960877987917,Region × Gender × Age
