stratum,n_questions,mean_variance,median_variance,std_variance,min_variance,max_variance,consensus_score,dimension
Northern America,27,0.0518604727034511,0.0,0.059865630631780416,0.0,0.1858215569153069,0.9481395272965489,Region
Southern Asia,27,0.03426661108206279,0.0,0.06239881635236518,0.0,0.2500658761528326,0.9657333889179373,Region
Eastern Africa,27,0.02729136015693298,0.0,0.05829781464474828,0.0,0.25113341968911906,0.972708639843067,Region
South America,27,0.03941427730282105,0.0,0.055229908170013095,0.0,0.17254901960784308,0.9605857226971789,Region
Eastern Asia,27,0.031171016590514425,0.0,0.046664849888528155,0.0,0.1485364222696779,0.9688289834094855,Region
Eastern Europe,27,0.03820935781720095,0.0,0.07106407703660325,0.0,0.22899159663865545,0.9617906421827991,Region
Western Asia,27,0.037177167217489794,0.0,0.05000705804223934,0.0,0.1636002886002886,0.9628228327825102,Region
Central America,27,0.03899705590526846,0.0,0.06251857704010896,0.0,0.2490118577075099,0.9610029440947315,Region
Southern Africa,27,0.04292624310740253,0.0,0.07274020253931117,0.0,0.26086956521739124,0.9570737568925974,Region
Northern Africa,27,0.03492534557349372,0.0,0.049047280846437134,0.0,0.17065527065527064,0.9650746544265063,Region
Western Europe,27,0.03856233161358053,0.0,0.05650177342880506,0.0,0.18272425249169433,0.9614376683864194,Region
Northern Europe,27,0.046336080263235206,0.0,0.06691363017192137,0.0,0.2538339502908514,0.9536639197367648,Region
Southern Europe,27,0.0409500282092128,0.0,0.06358350294136433,0.0,0.2217741935483871,0.9590499717907872,Region
Western Africa,27,0.09475308641975308,0.0,0.10444874929108185,0.0,0.30000000000000004,0.9052469135802469,Region
Australia and New Zealand,27,0.07739513392534834,0.0,0.10272008806904624,0.0,0.2631578947368422,0.9226048660746516,Region
South-eastern Asia,27,0.045041378374711706,0.0,0.06918270409565774,0.0,0.24908424908424903,0.9549586216252883,Region
Central Asia,27,0.03824784010781412,0.0,0.0627379269945059,0.0,0.20467836257309946,0.9617521598921859,Region
