stratum,n_questions,mean_variance,median_variance,std_variance,min_variance,max_variance,consensus_score,dimension
Northern America × Christianity,27,0.051119726063898176,0.0,0.0743546318980613,0.0,0.25339366515837103,0.9488802739361019,Region × Religion
Southern Asia × Islam,27,0.04256803363029692,0.0,0.06524176143017114,0.0,0.2517586079229915,0.9574319663697031,Region × Religion
Southern Asia × Hinduism,27,0.028391446415506883,0.0,0.0615537180256114,0.0,0.2513615416841223,0.9716085535844932,Region × Religion
Northern America × I do not identify with any religious group or faith,27,0.04677938973981592,0.0,0.057275090310279775,0.0,0.17014274548521124,0.9532206102601841,Region × Religion
Eastern Africa × Christianity,27,0.025405794484599613,0.0,0.058171493658856245,0.0,0.2513338773460549,0.9745942055154004,Region × Religion
South America × I do not identify with any religious group or faith,27,0.04015065414436484,0.0,0.06149089029093069,0.0,0.23809523809523814,0.9598493458556352,Region × Religion
Eastern Asia × I do not identify with any religious group or faith,27,0.03531075702930645,0.0,0.06061074092121466,0.0,0.24606971975393022,0.9646892429706936,Region × Religion
Eastern Africa × I do not identify with any religious group or faith,27,0.03957475994513032,0.0,0.08454897230129253,0.0,0.3,0.9604252400548696,Region × Religion
Eastern Europe × I do not identify with any religious group or faith,27,0.050868770004572475,0.0,0.07568325255690206,0.0,0.23830409356725152,0.9491312299954275,Region × Religion
Western Asia × Judaism,27,0.0746716827634702,0.08519982433025913,0.07358169256478582,0.0,0.25691699604743085,0.9253283172365298,Region × Religion
Southern Asia × Christianity,27,0.059452160493827164,0.0,0.08592577718490273,0.0,0.26666666666666666,0.9405478395061728,Region × Religion
Central America × Christianity,27,0.06326017375400092,0.0,0.08157791752921757,0.0,0.2666666666666667,0.936739826245999,Region × Religion
Central America × I do not identify with any religious group or faith,27,0.04111485222596333,0.0,0.07573665495633797,0.0,0.27272727272727265,0.9588851477740367,Region × Religion
South America × Christianity,27,0.055831840823227556,0.0,0.07092581629564844,0.0,0.2491694352159468,0.9441681591767724,Region × Religion
Southern Africa × I do not identify with any religious group or faith,21,0.047619047619047616,0.0,0.14677176197545183,0.0,0.5,0.9523809523809523,Region × Religion
Northern Africa × Islam,27,0.042562624352747803,0.0,0.06366691259562617,0.0,0.2552552552552553,0.9574373756472522,Region × Religion
Central America × Other religious group,20,0.025,0.0,0.10897247358851682,0.0,0.5,0.975,Region × Religion
Western Europe × I do not identify with any religious group or faith,27,0.03248338081671415,0.0,0.06127646089465828,0.0,0.23538461538461536,0.9675166191832858,Region × Religion
Northern America × Islam,27,0.0631981187536743,0.0,0.08281725099196392,0.0,0.24553571428571427,0.9368018812463257,Region × Religion
Southern Africa × Christianity,27,0.035191236988622615,0.0,0.0669938057295688,0.0,0.2647058823529412,0.9648087630113774,Region × Religion
