stratum,n_questions,mean_variance,median_variance,std_variance,min_variance,max_variance,consensus_score,dimension
Northern America × Female × 36-45,66,0.09227806337181337,0.08649553571428573,0.08234818081965535,0.0,0.2857142857142857,0.9077219366281867,Region × Gender × Age
Northern Europe × Male × 36-45,66,0.10353535353535354,0.0625,0.12308987202546513,0.0,0.33333333333333337,0.8964646464646464,Region × Gender × Age
Northern America × Male × 46-55,66,0.07913961038961038,0.05059523809523809,0.08600729738318856,0.0,0.2857142857142857,0.9208603896103896,Region × Gender × Age
Northern America × Female × 26-35,66,0.0726462411785554,0.0756578947368421,0.06349105813772758,0.0,0.26143790849673204,0.9273537588214446,Region × Gender × Age
Northern America × Male × 18-25,66,0.05581860269360269,0.027777777777777776,0.06929977725513765,0.0,0.2777777777777778,0.9441813973063973,Region × Gender × Age
Northern Europe × Male × 46-55,66,0.07441603535353535,0.03125,0.0936349126626415,0.0,0.3333333333333333,0.9255839646464646,Region × Gender × Age
Northern America × Female × 46-55,66,0.06823254870129869,0.049107142857142856,0.0784788019119049,0.0,0.26785714285714285,0.9317674512987013,Region × Gender × Age
Northern Europe × Female × 46-55,66,0.08396464646464648,0.020833333333333336,0.11862808828119974,0.0,0.33333333333333337,0.9160353535353535,Region × Gender × Age
Western Europe × Female × 26-35,66,0.054392135642135644,0.029761904761904757,0.07105918233418466,0.0,0.28571428571428564,0.9456078643578644,Region × Gender × Age
Northern Europe × Female × 26-35,66,0.09287267516434183,0.08541666666666667,0.0796214226061785,0.0,0.3,0.9071273248356582,Region × Gender × Age
Northern Europe × Male × 26-35,66,0.060467397186147194,0.03962053571428571,0.07152989854523195,0.0,0.2857142857142857,0.9395326028138528,Region × Gender × Age
Northern America × Male × 26-35,66,0.06660353535353536,0.020833333333333336,0.1121451859493265,0.0,0.5,0.9333964646464646,Region × Gender × Age
Western Europe × Male × 36-45,66,0.08017676767676767,0.057291666666666664,0.08844356748011314,0.0,0.25,0.9198232323232324,Region × Gender × Age
Southern Africa × Female × 26-35,66,0.08783143939393939,0.057291666666666664,0.09733300400996174,0.0,0.3333333333333333,0.9121685606060606,Region × Gender × Age
Northern Europe × Female × 36-45,66,0.060464015151515144,0.020833333333333332,0.07598978150759957,0.0,0.3333333333333333,0.9395359848484849,Region × Gender × Age
Eastern Europe × Female × 26-35,66,0.07118055555555555,0.041666666666666664,0.08866382195412571,0.0,0.3333333333333333,0.9288194444444444,Region × Gender × Age
Central America × Male × 26-35,66,0.07260101010101011,0.018229166666666664,0.09733719466097177,0.0,0.33333333333333337,0.9273989898989898,Region × Gender × Age
Northern America × Male × 36-45,66,0.07380685158462937,0.06101190476190477,0.07606102435567741,0.0,0.2857142857142857,0.9261931484153706,Region × Gender × Age
Eastern Asia × Female × 26-35,66,0.05677469693992684,0.0461566091954023,0.05688154158734252,0.0,0.23538461538461541,0.9432253030600731,Region × Gender × Age
Southern Asia × Male × 36-45,66,0.06636968699824722,0.06666666666666668,0.058961029188896306,0.0,0.24000000000000002,0.9336303130017528,Region × Gender × Age
Northern America × Female × 65+,17,0.21507352941176472,0.03125,0.24012729107070488,0.0,0.5,0.7849264705882353,Region × Gender × Age
Southern Africa × Female × 65+,62,0.09979838709677419,0.03125,0.16080445973788196,0.0,0.5,0.9002016129032258,Region × Gender × Age
Eastern Africa × Male × 26-35,66,0.060824877640653856,0.051001764112903226,0.06331636692554338,0.0,0.25806451612903225,0.9391751223593462,Region × Gender × Age
Eastern Africa × Male × 18-25,66,0.05092889235046098,0.04100975975975976,0.05936091639773955,0.0,0.2571428571428571,0.9490711076495391,Region × Gender × Age
South America × Male × 26-35,66,0.06404712711530894,0.050595238095238096,0.06857038446074933,0.0,0.26666666666666666,0.9359528728846911,Region × Gender × Age
Northern America × Male × 65+,59,0.05349576271186441,0.0,0.1260615474807121,0.0,0.5,0.9465042372881356,Region × Gender × Age
